item_code,item_category,item_sub_department,item_department
849607,Imported,Confectionery,Grocery
1119625,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
1050388,Baby Nappies,Baby Needs,Household
362428,Facial Cleansing,Facial Care,Household
885535,Facial Tissues,Paper Goods,Household
843352,Shampoo,Hair Care,Household
29230,Accessories,Beauty Counter,Household
863134,Accessories,Beauty Counter,Household
839455,Imported,Coffee,Beverages
839356,Single Consumption RTD Beverages,RTD Beverages,Beverages
53062,Sugar Confectionary,Confectionery,Grocery
57481,Sugar Confectionary,Confectionery,Grocery
1113955,Perfumes,Female Fragrance,Household
1049947,Perfumes,Female Fragrance,Household
1016359,Body Lotions,Hand & Body Care,Household
1049128,Body Cleansing,Hand & Body Care,Household
49795,Face/Complexion Cosmetics,Cosmetics,Household
1045663,Baby Nappies,Baby Needs,Household
740140,Facial Tissues,Paper Goods,Household
217456,Toilet Rolls,Paper Goods,Household
1048894,Toilet Rolls,Paper Goods,Household
25144,Accessories,Beauty Counter,Household
842821,Accessories,Beauty Counter,Household
856852,Accessories,Beauty Counter,Household
249280,Instant Coffee,Coffee,Beverages
1088116,Single Consumption RTD Beverages,RTD Beverages,Beverages
1041379,Sugar Confectionary,Confectionery,Grocery
849058,Imported,Confectionery,Grocery
132127,Marinade,Seasoning,Grocery
1015504,Disposable Cups,Disposable Table Ware,Household
1083499,Baby Nappies,Baby Needs,Household
44647,Facial Cleansing,Facial Care,Household
1057507,Facial Cleansing,Facial Care,Household
599209,Rodenticides,Pest Control,Household
33064,Accessories,Beauty Counter,Household
31435,Single Consumption RTD Beverages,RTD Beverages,Beverages
1055500,Powdered Milk,Milk & Creamers,Beverages
250252,Breakfast Beans & Peas,Pulses,Grocery
50767,Sugar Confectionary,Confectionery,Grocery
284245,Sugar Confectionary,Confectionery,Grocery
822067,Face/Complexion Cosmetics,Cosmetics,Household
1060378,Baby Nappies,Baby Needs,Household
135421,Accessories,Beauty Counter,Household
864376,Accessories,Beauty Counter,Household
121480,Accessories,Beauty Counter,Household
865366,Accessories,Beauty Counter,Household
1102498,Instant Coffee,Coffee,Beverages
2311,Herbal Tea,Tea,Beverages
833299,Ready To Eat,Desserts,Grocery
101896,Men's Fragrance,Men's Toiletries,Household
1047661,Men's Fragrance,Men's Toiletries,Household
417958,Disposable Plates,Disposable Table Ware,Household
1076785,Baby Nappies,Baby Needs,Household
79342,Baby Skin Care,Baby Needs,Household
34909,Facial Cleansing,Facial Care,Household
109996,Accessories,Beauty Counter,Household
77569,Instant Coffee,Coffee,Beverages
62881,Sugar Confectionary,Confectionery,Grocery
817981,Imported,Confectionery,Grocery
205,Ready To Eat,Desserts,Grocery
840058,Perfumes,Female Fragrance,Household
817342,Body Cleansing,Hand & Body Care,Household
88414,Body Cleansing,Hand & Body Care,Household
919816,Disposable Plates,Disposable Table Ware,Household
1055131,Shampoo,Hair Care,Household
1091959,Powdered Milk,Milk & Creamers,Beverages
33424,Sugar Confectionary,Confectionery,Grocery
11257,Sugar Confectionary,Confectionery,Grocery
850372,Sugar Confectionary,Confectionery,Grocery
1070890,Sugar Confectionary,Confectionery,Grocery
45403,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
1045177,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
27079,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
1093363,Perfumes,Female Fragrance,Household
368530,Men's Fragrance,Men's Toiletries,Household
866815,Men's Fragrance,Men's Toiletries,Household
872035,Facial Cleansing,Facial Care,Household
1049470,Mosquito Control,Pest Control,Household
911887,Shampoo,Hair Care,Household
73897,Shampoo,Hair Care,Household
111292,Accessories,Beauty Counter,Household
29509,Accessories,Beauty Counter,Household
55582,Lasagna,Pasta,Grocery
863674,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
1114225,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
100186,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
886174,Perfumes,Female Fragrance,Household
1050082,Hair Remover,Hand & Body Care,Household
1117213,Body Cleansing,Hand & Body Care,Household
32344,Men's Fragrance,Men's Toiletries,Household
1825,Facial Tissues,Paper Goods,Household
119734,Toilet Rolls,Paper Goods,Household
17764,Accessories,Beauty Counter,Household
266830,Sugar Confectionary,Confectionery,Grocery
34171,Sugar Confectionary,Confectionery,Grocery
1067335,Sugar Confectionary,Confectionery,Grocery
480400,Imported,Confectionery,Grocery
839149,Imported,Confectionery,Grocery
1005910,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
1016260,Perfumes,Female Fragrance,Household
1057246,Body Cleansing,Hand & Body Care,Household
121309,Baby Nappies,Baby Needs,Household
1078738,Shampoo,Hair Care,Household
22732,Accessories,Beauty Counter,Household
34594,Accessories,Beauty Counter,Household
1033306,Instant Coffee,Coffee,Beverages
690793,Ambient Table Sauces,Sauce,Grocery
139723,Ready To Eat,Desserts,Grocery
250153,Perfumes,Female Fragrance,Household
42622,Body Cleansing,Hand & Body Care,Household
282580,Body Cleansing,Hand & Body Care,Household
679561,Men's Fragrance,Men's Toiletries,Household
207835,Car Care Cleaning  Interior,Car Care,Household
49183,Party Candles,Party Ware,Household
934558,Shampoo,Hair Care,Household
69379,Accessories,Beauty Counter,Household
884806,Accessories,Beauty Counter,Household
887038,Accessories,Beauty Counter,Household
1061638,Single Consumption RTD Beverages,RTD Beverages,Beverages
4939,Powdered Milk,Milk & Creamers,Beverages
1067218,Chocolate Confectionary Gift-packs,Confectionery,Grocery
28582,Chocolate Confectionary Gift-packs,Confectionery,Grocery
31678,Ambient Cooking Sauces,Sauce,Grocery
367234,Ambient Cooking Sauces,Sauce,Grocery
103075,Instant Small,Noodles,Grocery
11392,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
29635,Body Cleansing,Hand & Body Care,Household
1009114,Sun Protection,Hand & Body Care,Household
35485,Feminine Hygiene,Personal Hygiene,Household
850660,Styling Products,Hair Care,Household
405952,Shampoo,Hair Care,Household
128608,Accessories,Beauty Counter,Household
7639,Instant Coffee,Coffee,Beverages
366559,Herbal Tea,Tea,Beverages
840004,Perfumes,Female Fragrance,Household
1106413,Perfumes,Female Fragrance,Household
33901,Body Cleansing,Hand & Body Care,Household
1029706,Body Cleansing,Hand & Body Care,Household
1005586,Body Cleansing,Hand & Body Care,Household
764836,Body Cleansing,Hand & Body Care,Household
906163,Cleaning Containers,Cleaning Durables,Household
902482,Accessories,Baby Needs,Household
362374,Hair Styling,Hair Care,Household
124324,Accessories,Beauty Counter,Household
1111111,Instant Coffee,Coffee,Beverages
1061476,FOW,FOW,Grocery
283156,Sugar Confectionary,Confectionery,Grocery
124909,Sugar Confectionary,Confectionery,Grocery
709711,Sugar Confectionary,Confectionery,Grocery
1103704,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
1106404,Perfumes,Female Fragrance,Household
350314,Disposable Plates,Disposable Table Ware,Household
925063,Disposable Plates,Disposable Table Ware,Household
8188,Disposable Cutlery,Disposable Table Ware,Household
11095,Wines,Non Alcoholic Drink,Beverages
991627,Single Consumption RTD Beverages,RTD Beverages,Beverages
531412,Eggs,Eggs,Grocery
1067272,Chocolate Confectionary Gift-packs,Confectionery,Grocery
838600,Chocolate Confectionary Gift-packs,Confectionery,Grocery
1095613,Sugar Confectionary,Confectionery,Grocery
956302,Ambient Table Sauces,Sauce,Grocery
225925,Ambient Table Sauces,Sauce,Grocery
910843,Wheat Flour,Flour,Grocery
61081,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
374731,Perfumes,Female Fragrance,Household
108538,Body Cleansing,Hand & Body Care,Household
1054438,Face/Complexion Cosmetics,Cosmetics,Household
1060522,Men's Fragrance,Men's Toiletries,Household
1075399,Baby Nappies,Baby Needs,Household
203560,Baby Skin Care,Baby Needs,Household
140146,Facial Cleansing,Facial Care,Household
831922,Insecticides,Pest Control,Household
48859,Party Candles,Party Ware,Household
865951,Accessories,Beauty Counter,Household
877804,Accessories,Beauty Counter,Household
50335,Accessories,Coffee,Beverages
15424,Breakfast Beans & Peas,Pulses,Grocery
244753,Sugar Confectionary,Confectionery,Grocery
847546,Sugar Confectionary,Confectionery,Grocery
899350,Sugar Confectionary,Confectionery,Grocery
208492,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
44674,Body Cleansing,Hand & Body Care,Household
385774,Men's Fragrance,Men's Toiletries,Household
216250,Accessories,Baby Needs,Household
1077208,Toilet Rolls,Paper Goods,Household
55816,Shampoo,Hair Care,Household
273940,Instant Coffee,Coffee,Beverages
4642,Single Consumption RTD Beverages,RTD Beverages,Beverages
1079530,Sports Drinks,Sports & Energy Drinks,Beverages
858220,Sugar Confectionary,Confectionery,Grocery
410668,Sugar Confectionary,Confectionery,Grocery
76075,Sugar Confectionary,Confectionery,Grocery
177802,Sugar Confectionary,Confectionery,Grocery
1032730,Sugar Confectionary,Confectionery,Grocery
1005928,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
363715,Body Cleansing,Hand & Body Care,Household
4228,Men's Fragrance,Men's Toiletries,Household
254788,Disposable Plates,Disposable Table Ware,Household
1013254,Baby Milk Powder,Baby Foods,Household
401821,Facial Cleansing,Facial Care,Household
143683,Facial Tissues,Paper Goods,Household
1032676,Pet Grooming,Pet Care,Household
109726,Accessories,Beauty Counter,Household
370249,Instant Coffee,Coffee,Beverages
901573,Instant Coffee,Coffee,Beverages
1000654,Sugar Confectionary,Confectionery,Grocery
12499,Imported,Confectionery,Grocery
1056130,Ambient Cooking Sauces,Sauce,Grocery
59479,Ambient Cooking Sauces,Sauce,Grocery
247921,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
1118023,Perfumes,Female Fragrance,Household
212578,Body Lotions,Hand & Body Care,Household
1012390,Tooth Paste,Oral Care,Household
820843,Facial Tissues,Paper Goods,Household
131938,Toilet Rolls,Paper Goods,Household
135394,Accessories,Beauty Counter,Household
30427,Accessories,Beauty Counter,Household
107764,Accessories,Beauty Counter,Household
129049,Accessories,Beauty Counter,Household
213793,Accessories,Beauty Counter,Household
12418,Instant Coffee,Coffee,Beverages
267100,Instant Coffee,Coffee,Beverages
1052602,Cheese Blocks,Cheese,Chilled
1067263,Chocolate Confectionary Gift-packs,Confectionery,Grocery
888397,Ambient Table Sauces,Sauce,Grocery
912787,Wheat Flour,Flour,Grocery
1111939,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
1009402,Perfumes,Female Fragrance,Household
95452,Perfumes,Female Fragrance,Household
273895,Body Cleansing,Hand & Body Care,Household
918925,Accessories,Baby Needs,Household
539782,Toilet Rolls,Paper Goods,Household
17629,Accessories,Beauty Counter,Household
884716,Accessories,Beauty Counter,Household
130651,Accessories,Beauty Counter,Household
1024972,Sports Drinks,Sports & Energy Drinks,Beverages
839095,Lasagna,Pasta,Grocery
1066156,Ambient Cooking Sauces,Sauce,Grocery
49111,Men's Fragrance,Men's Toiletries,Household
34018,Facial Tissues,Paper Goods,Household
913426,Shampoo,Hair Care,Household
934630,Shampoo,Hair Care,Household
884797,Accessories,Beauty Counter,Household
916117,Sugar Confectionary,Confectionery,Grocery
249289,Ambient Table Sauces,Sauce,Grocery
887497,Perfumes,Female Fragrance,Household
1051810,Hair Remover,Hand & Body Care,Household
886093,Body Cleansing,Hand & Body Care,Household
1001716,Men's Fragrance,Men's Toiletries,Household
1104298,Men's Fragrance,Men's Toiletries,Household
1057525,Facial Cleansing,Facial Care,Household
2914,Post wash,Laundry,Household
22003,Accessories,Beauty Counter,Household
42433,Ambient Table Sauces,Sauce,Grocery
70252,Canned Vegetables,Processed / Preserved Vegetables,Grocery
142063,Instant Small,Noodles,Grocery
271393,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
1017700,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
1081870,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
118627,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
248344,Body Cleansing,Hand & Body Care,Household
15703,Face/Complexion Cosmetics,Cosmetics,Household
105424,Disposable Plates,Disposable Table Ware,Household
870919,Disposable Cups,Disposable Table Ware,Household
1034719,Baby Nappies,Baby Needs,Household
924289,Party Candles,Party Ware,Household
22399,Accessories,Beauty Counter,Household
386737,Instant Coffee,Coffee,Beverages
118654,Imported,Coffee,Beverages
1061458,FOW,FOW,Grocery
250261,Breakfast Beans & Peas,Pulses,Grocery
105604,Chocolate Confectionary Gift-packs,Confectionery,Grocery
894175,Body Cleansing,Hand & Body Care,Household
856033,Body Cleansing,Hand & Body Care,Household
13507,Accessories,Baby Needs,Household
835936,Shampoo,Hair Care,Household
1090879,Shampoo,Hair Care,Household
1048975,Single Consumption RTD Beverages,RTD Beverages,Beverages
77695,Powdered Milk,Milk & Creamers,Beverages
1080493,Sugar Confectionary,Confectionery,Grocery
889522,Ambient Cooking Sauces,Sauce,Grocery
138076,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
92995,Body Cleansing,Hand & Body Care,Household
276964,Hand & Body Care Gift Packs,Hand & Body Care,Household
61063,Men's Fragrance,Men's Toiletries,Household
862792,Disposable Cups,Disposable Table Ware,Household
59371,Facial Cleansing,Facial Care,Household
231208,Shampoo,Hair Care,Household
865600,Accessories,Beauty Counter,Household
370267,Instant Coffee,Coffee,Beverages
872422,Imported,Coffee,Beverages
17296,Single Consumption RTD Beverages,RTD Beverages,Beverages
65347,Sugar Confectionary,Confectionery,Grocery
87910,Sugar Confectionary,Confectionery,Grocery
648124,Imported,Confectionery,Grocery
899818,Ambient Cooking Sauces,Sauce,Grocery
531187,Perfumes,Female Fragrance,Household
970486,Face/Complexion Cosmetics,Cosmetics,Household
90970,Tooth Paste,Oral Care,Household
274138,Toilet Rolls,Paper Goods,Household
913372,Shampoo,Hair Care,Household
143827,Accessories,Beauty Counter,Household
266425,Sugar Confectionary,Confectionery,Grocery
128995,Ambient Cooking Sauces,Sauce,Grocery
1107970,Ambient Table Sauces,Sauce,Grocery
861595,Ready To Eat,Desserts,Grocery
44710,Ready To Eat,Desserts,Grocery
954979,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
415123,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
101914,Perfumes,Female Fragrance,Household
764953,Body Cleansing,Hand & Body Care,Household
815623,Body Cleansing,Hand & Body Care,Household
902491,Accessories,Baby Needs,Household
30238,Facial Cleansing,Facial Care,Household
97630,Party Candles,Party Ware,Household
1048237,Shampoo,Hair Care,Household
875014,Shampoo,Hair Care,Household
33280,Accessories,Beauty Counter,Household
364750,Sugar Confectionary,Confectionery,Grocery
1062322,Wheat Flour,Flour,Grocery
1087207,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
206899,Body Cleansing,Hand & Body Care,Household
1033612,Men's Fragrance,Men's Toiletries,Household
873115,Accessories,Beauty Counter,Household
858103,Accessories,Beauty Counter,Household
1067236,Chocolate Confectionary Gift-packs,Confectionery,Grocery
32407,Sugar Confectionary,Confectionery,Grocery
269584,Sugar Confectionary,Confectionery,Grocery
76669,Sugar Confectionary,Confectionery,Grocery
379609,Body Lotions,Hand & Body Care,Household
1034728,Baby Nappies,Baby Needs,Household
221830,Toilet Rolls,Paper Goods,Household
864025,Accessories,Beauty Counter,Household
1040560,Instant Coffee,Coffee,Beverages
365416,Dessicated Coconut,Dessert Ingredients,Grocery
1054888,Chocolate Confectionary Gift-packs,Confectionery,Grocery
862,Perfumes,Female Fragrance,Household
62161,Men's Fragrance,Men's Toiletries,Household
925054,Disposable Plates,Disposable Table Ware,Household
924262,Party Candles,Party Ware,Household
934720,Shampoo,Hair Care,Household
862945,Accessories,Beauty Counter,Household
814795,Accessories,Beauty Counter,Household
111031,Herbal Tea,Tea,Beverages
1064248,Powdered Milk,Milk & Creamers,Beverages
21823,Sugar Confectionary,Confectionery,Grocery
1054942,Body Cleansing,Hand & Body Care,Household
862045,Men's Fragrance,Men's Toiletries,Household
1036996,Men's Fragrance,Men's Toiletries,Household
1045573,Disposable Cups,Disposable Table Ware,Household
1114414,Facial Cleansing,Facial Care,Household
377134,Car Care Cleaning  Interior,Car Care,Household
19114,Toilet Rolls,Paper Goods,Household
35539,Feminine Hygiene,Personal Hygiene,Household
865312,Accessories,Beauty Counter,Household
1033297,Instant Coffee,Coffee,Beverages
1057705,Single Consumption RTD Beverages,RTD Beverages,Beverages
893383,Sugar Confectionary,Confectionery,Grocery
364696,Sugar Confectionary,Confectionery,Grocery
849571,Imported,Confectionery,Grocery
1104586,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
67858,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
1056616,Body Lotions,Hand & Body Care,Household
112939,Face/Complexion Cosmetics,Cosmetics,Household
368512,Men's Fragrance,Men's Toiletries,Household
1082194,Baby Nappies,Baby Needs,Household
100519,Mouth Wash & Breath Freshener,Oral Care,Household
19699,Shampoo,Hair Care,Household
1085641,Hair Styling,Hair Care,Household
859534,Accessories,Beauty Counter,Household
764287,Accessories,Beauty Counter,Household
408679,Instant Coffee,Coffee,Beverages
1008349,Spices,Seasoning & Coconut Cream,Grocery
28447,Chocolate Confectionary Gift-packs,Confectionery,Grocery
403486,Sugar Confectionary,Confectionery,Grocery
68560,Ambient Cooking Sauces,Sauce,Grocery
3346,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
50857,Body Cleansing,Hand & Body Care,Household
1117105,Men's Fragrance,Men's Toiletries,Household
62206,Men's Fragrance,Men's Toiletries,Household
119248,Disposable Plates,Disposable Table Ware,Household
379906,Shampoo,Hair Care,Household
5362,Post wash,Laundry,Household
1120174,Instant Coffee,Coffee,Beverages
989431,Instant Coffee,Coffee,Beverages
268324,Instant Coffee,Coffee,Beverages
122020,Imported,Coffee,Beverages
1079521,Sports Drinks,Sports & Energy Drinks,Beverages
1049551,Powdered Milk,Milk & Creamers,Beverages
2437,Breakfast Beans & Peas,Pulses,Grocery
855520,Imported,Confectionery,Grocery
101428,Imported,Confectionery,Grocery
16648,Ready To Eat,Desserts,Grocery
988252,Perfumes,Female Fragrance,Household
1113964,Perfumes,Female Fragrance,Household
837853,Body Cleansing,Hand & Body Care,Household
214216,Accessories,Beauty Counter,Household
128599,Accessories,Beauty Counter,Household
833758,Accessories,Beauty Counter,Household
275020,Instant Coffee,Coffee,Beverages
4957,Powdered Milk,Milk & Creamers,Beverages
623815,Sugar Confectionary,Confectionery,Grocery
20671,Ready To Eat,Desserts,Grocery
406564,Perfumes,Female Fragrance,Household
1005622,Body Cleansing,Hand & Body Care,Household
304837,Men's Fragrance,Men's Toiletries,Household
908737,Men's Fragrance,Men's Toiletries,Household
121336,Baby Skin Care,Baby Needs,Household
1042990,Facial Cleansing,Facial Care,Household
108637,Tooth Paste,Oral Care,Household
878029,Accessories,Beauty Counter,Household
1040614,Instant Coffee,Coffee,Beverages
269602,Sugar Confectionary,Confectionery,Grocery
364669,Sugar Confectionary,Confectionery,Grocery
941047,Ambient Table Sauces,Sauce,Grocery
14182,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
89584,Body Cleansing,Hand & Body Care,Household
1005595,Body Cleansing,Hand & Body Care,Household
271951,Body Cleansing,Hand & Body Care,Household
629944,Men's Fragrance,Men's Toiletries,Household
51613,Shampoo,Hair Care,Household
29338,Accessories,Beauty Counter,Household
32704,Accessories,Beauty Counter,Household
517759,Accessories,Beauty Counter,Household
1064680,Instant Coffee,Coffee,Beverages
397222,Herbal Tea,Tea,Beverages
95434,Powdered Milk,Milk & Creamers,Beverages
543823,Sugar Confectionary,Confectionery,Grocery
217285,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
46024,Perfumes,Female Fragrance,Household
1064086,Body Cleansing,Hand & Body Care,Household
1085623,Body Cleansing,Hand & Body Care,Household
1060324,Baby Nappies,Baby Needs,Household
1069432,Facial Tissues,Paper Goods,Household
276001,Shampoo,Hair Care,Household
4966,Accessories,Beauty Counter,Household
864916,Accessories,Beauty Counter,Household
857050,Accessories,Beauty Counter,Household
249271,Instant Coffee,Coffee,Beverages
220129,Sugar Confectionary,Confectionery,Grocery
827980,Ready To Eat,Desserts,Grocery
823786,Perfumes,Female Fragrance,Household
976759,Perfumes,Female Fragrance,Household
38581,Body Cleansing,Hand & Body Care,Household
1077055,Men's Fragrance,Men's Toiletries,Household
885526,Facial Tissues,Paper Goods,Household
76633,Party Candles,Party Ware,Household
924370,Party Candles,Party Ware,Household
934639,Shampoo,Hair Care,Household
847330,Accessories,Beauty Counter,Household
884851,Accessories,Beauty Counter,Household
899953,Accessories,Beauty Counter,Household
1088098,Powdered Milk,Milk & Creamers,Beverages
1061485,FOW,FOW,Grocery
1010707,Eggs,Eggs,Grocery
1067308,Chocolate Confectionary Gift-packs,Confectionery,Grocery
284254,Sugar Confectionary,Confectionery,Grocery
7423,Imported,Confectionery,Grocery
892051,Ambient Cooking Sauces,Sauce,Grocery
45745,Instant Small,Noodles,Grocery
825883,Perfumes,Female Fragrance,Household
365092,Body Cleansing,Hand & Body Care,Household
1029670,Hand & Body Care Gift Packs,Hand & Body Care,Household
1036960,Men's Fragrance,Men's Toiletries,Household
276010,Shampoo,Hair Care,Household
876580,Accessories,Beauty Counter,Household
96622,Accessories,Beauty Counter,Household
370222,Instant Coffee,Coffee,Beverages
215962,Sugar Confectionary,Confectionery,Grocery
106054,Disposable Plates,Disposable Table Ware,Household
376225,Accessories,Baby Needs,Household
1017997,Facial Cleansing,Facial Care,Household
1047679,Toilet Rolls,Paper Goods,Household
856537,Accessories,Beauty Counter,Household
856951,Accessories,Beauty Counter,Household
989467,Instant Coffee,Coffee,Beverages
1106881,Eggs,Eggs,Grocery
1113190,Sugar Confectionary,Confectionery,Grocery
1116763,Perfumes,Female Fragrance,Household
48949,Body Cleansing,Hand & Body Care,Household
599686,Body Cleansing,Hand & Body Care,Household
102535,Men's Fragrance,Men's Toiletries,Household
1016017,Men's Fragrance,Men's Toiletries,Household
925027,Disposable Plates,Disposable Table Ware,Household
1075372,Baby Nappies,Baby Needs,Household
1113712,Baby Nappies,Baby Needs,Household
778732,Facial Tissues,Paper Goods,Household
847816,Styling Products,Hair Care,Household
71998,Hair Colouring,Hair Care,Household
875077,Shampoo,Hair Care,Household
362356,Hair Styling,Hair Care,Household
43387,Accessories,Beauty Counter,Household
30067,Accessories,Beauty Counter,Household
879217,Accessories,Beauty Counter,Household
1091968,Powdered Milk,Milk & Creamers,Beverages
371572,Chocolate Confectionary Gift-packs,Confectionery,Grocery
83635,Chocolate Confectionary Gift-packs,Confectionery,Grocery
326284,Ready To Eat,Desserts,Grocery
1103191,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
1084480,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
49165,Men's Fragrance,Men's Toiletries,Household
1075723,Disposable Cups,Disposable Table Ware,Household
1034746,Baby Nappies,Baby Needs,Household
126025,Accessories,Baby Needs,Household
822202,Facial Tissues,Paper Goods,Household
33622,Accessories,Beauty Counter,Household
79126,Single Consumption RTD Beverages,RTD Beverages,Beverages
899197,Sugar Confectionary,Confectionery,Grocery
143926,Sugar Confectionary,Confectionery,Grocery
264661,Sugar Confectionary,Confectionery,Grocery
70657,Sugar Confectionary,Confectionery,Grocery
1067344,Sugar Confectionary,Confectionery,Grocery
997153,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
1118032,Perfumes,Female Fragrance,Household
829663,Body Cleansing,Hand & Body Care,Household
1022434,Disposable Cups,Disposable Table Ware,Household
823840,Facial Cleansing,Facial Care,Household
82456,Facial Cleansing,Facial Care,Household
896956,Facial Tissues,Paper Goods,Household
77605,Toilet Rolls,Paper Goods,Household
2077,Shampoo,Hair Care,Household
135079,Accessories,Beauty Counter,Household
875203,Accessories,Beauty Counter,Household
118987,Imported,Coffee,Beverages
1055536,Powdered Milk,Milk & Creamers,Beverages
96883,Eggs,Eggs,Grocery
1061197,Sugar Confectionary,Confectionery,Grocery
1067812,Sugar Confectionary,Confectionery,Grocery
223900,Ambient Table Sauces,Sauce,Grocery
657160,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
1083022,Body Cleansing,Hand & Body Care,Household
925099,Disposable Plates,Disposable Table Ware,Household
1102327,Baby Nappies,Baby Needs,Household
125053,Facial Cleansing,Facial Care,Household
45412,Car Care Accessories,Car Care,Household
568042,Accessories,Beauty Counter,Household
852010,Accessories,Beauty Counter,Household
819979,Lasagna,Pasta,Grocery
1107862,Ambient Table Sauces,Sauce,Grocery
122308,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
1119445,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
832417,Disinfectants,Cleaning Aids,Household
984841,Perfumes,Female Fragrance,Household
1104235,Perfumes,Female Fragrance,Household
887479,Perfumes,Female Fragrance,Household
1028329,Body Lotions,Hand & Body Care,Household
924172,Disposable Plates,Disposable Table Ware,Household
924325,Party Candles,Party Ware,Household
937834,Breakfast Beans & Peas,Pulses,Grocery
63925,Sugar Confectionary,Confectionery,Grocery
29374,Sugar Confectionary,Confectionery,Grocery
481444,Imported,Confectionery,Grocery
33271,Ambient Table Sauces,Sauce,Grocery
1033702,Perfumes,Female Fragrance,Household
863539,Body Cleansing,Hand & Body Care,Household
1039048,Body Cleansing,Hand & Body Care,Household
16891,Body Cleansing,Hand & Body Care,Household
891439,Men's Fragrance,Men's Toiletries,Household
1079836,Accessories,Baby Needs,Household
183625,Insecticides,Pest Control,Household
1077262,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
1026673,Perfumes,Female Fragrance,Household
994057,Face/Complexion Cosmetics,Cosmetics,Household
140245,Facial Tissues,Paper Goods,Household
1070053,Shampoo,Hair Care,Household
225619,Shampoo,Hair Care,Household
131452,Accessories,Beauty Counter,Household
13885,Accessories,Beauty Counter,Household
855367,Accessories,Beauty Counter,Household
1061422,FOW,FOW,Grocery
1061611,Breakfast Beans & Peas,Pulses,Grocery
849085,Imported,Confectionery,Grocery
1066138,Ambient Cooking Sauces,Sauce,Grocery
831040,Ready To Eat,Desserts,Grocery
103237,Perfumes,Female Fragrance,Household
903319,Men's Fragrance,Men's Toiletries,Household
1098763,Tooth Paste,Oral Care,Household
1077199,Toilet Rolls,Paper Goods,Household
1099537,Shampoo,Hair Care,Household
852037,Accessories,Beauty Counter,Household
856762,Accessories,Beauty Counter,Household
91852,Cheese Blocks,Cheese,Chilled
1101895,Breakfast Beans & Peas,Pulses,Grocery
98737,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
894193,Body Cleansing,Hand & Body Care,Household
1082212,Baby Nappies,Baby Needs,Household
1028536,Facial Cleansing,Facial Care,Household
1070044,Shampoo,Hair Care,Household
856708,Shampoo,Hair Care,Household
130822,Accessories,Beauty Counter,Household
856771,Accessories,Beauty Counter,Household
65356,Sugar Confectionary,Confectionery,Grocery
1000663,Sugar Confectionary,Confectionery,Grocery
68272,Sugar Confectionary,Confectionery,Grocery
1009231,Perfumes,Female Fragrance,Household
1073356,Perfumes,Female Fragrance,Household
1050064,Hair Remover,Hand & Body Care,Household
1061116,Body Cleansing,Hand & Body Care,Household
364021,Accessories,Baby Needs,Household
20635,Body cleansing,Toiletries Unisex,Household
250063,Facial Cleansing,Facial Care,Household
129625,Insecticides,Pest Control,Household
863089,Accessories,Beauty Counter,Household
875185,Accessories,Beauty Counter,Household
951946,Eggs,Eggs,Grocery
886849,Chocolate Confectionary Gift-packs,Confectionery,Grocery
101932,Body Cleansing,Hand & Body Care,Household
23146,Baby Skin Care,Baby Needs,Household
1012381,Tooth Paste,Oral Care,Household
124936,Accessories,Beauty Counter,Household
820780,Accessories,Beauty Counter,Household
864745,Accessories,Beauty Counter,Household
249685,Ambient Cooking Sauces,Sauce,Grocery
852046,Ready To Eat,Desserts,Grocery
277324,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
1033720,Perfumes,Female Fragrance,Household
